SKU,Location, QTY , Line ,Weight,depth,height,Vol
171444-1,J2-1-57-1,32,1,17,24,5,"2,040"
2260805-2,A1-0-25-1,32,1,17,29,1,493
1971151-1,K2-0-42-1,32,2,13,26,2,676
175444-1,F1-5-2-2,32,1,15,23,4,"1,380"
170003-5,D2-4-10-1,32,1,23,26,4,"2,392"
6-1393243-3,N2-2-40-1,32,4,15,27,2,810
1981116-1,K2-0-57-2,32,1,23,23,3,"1,587"
1-1747414-4,C1-2-32-1,32,1,20,24,5,"2,400"
2-1445050-8,C2-4-51-2,32,1,22,29, -   , -   
1318127-1,B1-5-25-2,32,2,23,24, -   , -   
1-1827875-2,B2-2-22-2,32,1,21,23,4,"1,932"
1-1971906-2,I2-1-28-1,32,2,21,27,4,"2,268"
177918-1,D2-5-19-2,32,1,16,26,5,"2,080"
5536507-4,N2-0-37-1,32,2,17,29,5,"2,465"
2821760-1,G1-2-7-2,32,1,14,23,5,"1,610"
963244-1,E2-0-54-1,32,1,13,23, -   , -   
2-179958-4,E1-0-59-1,32,7,22,28,5,"3,080"
5650461-4,D1-5-33-2,32,1,14,24,5,"1,680"
178325-2,C1-2-57-2,32,2,16,23,5,"1,840"
1-2236898-5,B2-2-52-2,32,2,13,29,4,"1,508"
1318126-1,B2-0-37-1,32,2,16,25, -   , -   
HD10-9-1939PE,H2-2-55-2,32,1,13,24,4,"1,248"
CB7765-000,B1-2-22-2,32,1,14,29,1,406
1-2203773-2,Q1-1-6-1,32,2,19,26,1,494
2174214-1,C2-1-25-1,32,1,18,24, -   , -   
985923J001,H1-4-20-1,32,1,17,29,1,493
137501-002,D2-3-29-2,32,1,14,26, -   , -   
F46396-000,O2-5-36-1,32,1,17,25,5,"2,125"
524533-E,N1-5-40-2,32,1,18,28, -   , -   
2155503-1,F2-3-16-2,32,1,21,28,1,588
9-2375314-6,D2-0-27-2,32,1,22,25,4,"2,200"
8-752977-3,O1-4-11-2,32,1,13,23,1,299
8-1123320-4,A1-1-19-2,32,1,17,27,4,"1,836"
1981081-1,K2-0-55-2,32,3,21,28,4,"2,352"
969973-3,O2-2-22-2,32,1,16,26,5,"2,080"
170364-3,J2-1-15-2,32,1,14,26,5,"1,820"
1-206062-6,B1-5-12-1,32,1,22,25,2,"1,100"
1241608-1,D2-3-8-1,32,2,16,25,2,800
7-1452665-3,B2-0-34-1,32,2,21,25,3,"1,575"
1-2282364-1,F1-0-18-2,32,1,23,24,1,552
7-1452668-1,B1-3-20-1,32,1,22,23,1,506
1393277-4,Q1-1-6-2,32,1,15,29,3,"1,305"
2331755-2,G1-0-20-2,32,2,23,23,2,"1,058"
2195892-1,Q1-1-7-1,32,1,22,24,5,"2,640"
1565601-2,A1-1-35-1,32,1,18,28, -   , -   
1717398-2,A1-3-3-1,32,2,21,23, -   , -   
1939214-1,A1-1-53-2,32,4,21,26,4,"2,184"
2229076-8,A1-2-57-2,32,6,13,26,1,338
2260908-1,A1-0-28-2,32,17,16,24,2,768
2260908-1,A1-0-28-2,32,1,23,27,1,621
2287754-1,A1-0-1-2,32,1,16,28,3,"1,344"
2345161-1,A1-0-4-1,32,2,20,25,1,500
3-912012-7,P2-5-3-2,32,5,15,27,2,810
4-353011-4,A1-4-3-1,32,1,21,23, -   , -   
1648552-1,P2-5-46-1,32,1,17,24,2,816
1926816-1,K1-5-29-1,32,1,14,24,5,"1,680"
5-1747072-2,N1-4-17-2,32,2,16,29,2,928
2069492-6,K2-3-24-1,32,1,17,26, -   , -   
2260688-1,B1-3-44-2,32,1,15,24,5,"1,800"
1-1393305-3,D2-2-26-1,32,1,13,24,4,"1,248"
172469-8,B2-0-39-2,32,1,16,24,5,"1,920"
1939921-6,A2-4-29-2,32,2,19,27, -   , -   
1827855-4,C2-4-30-1,32,2,20,24,4,"1,920"
1612444-4,B2-0-19-2,32,1,18,26,5,"2,340"
2293011-1,B1-3-45-1,32,3,23,24, -   , -   
2174114-1,E1-0-50-1,32,1,22,26, -   , -   
2298107-2,L2-1-29-1,32,1,20,27,3,"1,620"
2174126-1,B2-0-2-2,32,1,17,27, -   , -   
1-2822421-2,B2-2-53-1,32,2,14,29,4,"1,624"
2229994-2,A2-3-48-1,32,1,16,29,3,"1,392"
2287753-1,A2-3-57-1,32,1,14,24,2,672
1-1318772-6,E2-4-46-1,32,1,17,27,2,918
2343635-1,A2-3-60-1,32,1,19,23,3,"1,311"
1-2295435-1,I2-2-48-1,32,5,19,25,3,"1,425"
2201714-1,A2-4-42-2,32,3,15,24,3,"1,080"
2328276-1,A2-5-23-2,32,1,20,24,3,"1,440"
2360058-1,A2-4-1-1,32,1,16,23,2,736
2343635-1,A2-3-60-1,32,1,17,26,3,"1,326"
2261071-2,A2-4-35-1,32,1,23,26,2,"1,196"
2328263-2,A1-1-31-2,32,1,20,27,1,540
175196-2,B1-1-21-2,32,2,22,25,2,"1,100"
1939349-1,B1-1-59-1,32,2,13,29,2,754
172795-1,B2-3-40-2,32,1,21,29,5,"3,045"
1981341-2,B1-0-60-1,32,5,15,24, -   , -   
316836-1,A2-4-22-1,32,3,22,25,3,"1,650"
2040168-1,E1-0-7-1,32,1,15,23, -   , -   
179182-1,K1-2-44-1,32,4,23,29,4,"2,668"
1437140-9,D2-3-39-2,32,3,20,28, -   , -   
1-2066502-3,I2-1-39-1,32,1,18,23,5,"2,070"
170089-2,J2-0-41-2,32,1,13,26,1,338
6-2103177-4,G2-4-5-1,32,1,16,25,3,"1,200"
2371056-5,L2-5-13-1,32,2,20,29,5,"2,900"
4-1437290-0,A2-4-18-1,32,1,19,27,4,"2,052"
5100147-1,B1-4-44-2,32,2,23,28, -   , -   
2141259-1,A1-0-48-1,32,3,14,28,1,392
1746864-1,C2-0-60-1,32,1,13,23,2,598
900412-2,B1-3-15-2,32,1,20,28,2,"1,120"
2297177-1,A2-4-42-1,32,1,23,23,4,"2,116"
2229711-1,C1-0-34-1,32,1,13,27,4,"1,404"
917635-6,O1-5-42-2,32,3,14,23,3,966
2394619-1,G1-1-4-1,32,1,13,27, -   , -   
2348802-4,L2-4-1-1,32,1,22,27,5,"2,970"
1674928-1,D2-4-8-1,32,4,14,25, -   , -   
1-2295435-3,I2-2-48-2,32,1,23,28,2,"1,288"
1-1318750-2,B1-1-19-1,32,2,14,25,5,"1,750"
353899-4,M2-4-14-2,32,1,23,27,3,"1,863"
1-2295435-3,I2-2-48-2,32,5,20,24,1,480
1981823-1,K2-1-15-1,32,1,20,27,5,"2,700"
1123350-1,B2-2-21-1,32,1,21,27,2,"1,134"
1473565-6,D2-3-48-1,32,1,16,27,4,"1,728"
1674427-5,A1-4-35-1,32,1,19,27,1,513
1939555-1,A1-2-45-1,32,1,20,24,5,"2,400"
1318854-1,A1-1-3-2,32,1,19,24,3,"1,368"
3-1447223-4,A1-4-45-1,32,4,19,26,2,988
2423370-2,A1-1-10-1,32,2,15,25, -   , -   
2013031-2,A2-3-53-2,32,5,17,25,3,"1,275"
2304266-1,E1-1-29-2,32,1,20,26, -   , -   
1-1473369-5,B2-0-13-1,32,2,19,29,4,"2,204"
2287753-1,A2-3-57-1,32,1,16,25, -   , -   
7-175284-2,O1-0-45-2,32,1,17,23, -   , -   
1-1318750-2,B1-1-19-1,32,2,16,23,3,"1,104"
2013031-2,A2-3-53-2,32,2,23,26,2,"1,196"
2-1903611-5,E1-1-4-2,32,12,18,24,2,864
1903608-4,B1-0-40-1,32,8,14,27,2,756
1871806-5,F2-0-3-2,32,6,20,23,2,920
1-1903608-3,D2-2-54-2,32,1,21,26,4,"2,184"
776429-4,H1-0-32-1,32,1,20,23,3,"1,380"
2291354-2,A2-4-6-2,32,2,17,27, -   , -   
1-179958-3,B2-5-2-1,32,1,19,27,2,"1,026"
2013799-1,F2-1-32-2,32,1,21,29,1,609
NB10802001,E2-2-32-2,32,1,15,29,2,870
CP4907-000,D1-0-36-1,32,1,14,29,2,812
2300689-1,B1-3-51-1,32,1,22,28,3,"1,848"
1-917659-8,B2-3-6-2,32,1,21,23, -   , -   
1062-20-0122,B2-1-10-1,32,1,14,24,3,"1,008"
2174782-1,B1-2-33-2,32,5,19,29,5,"2,755"
282034-012,G1-2-2-2,32,1,20,25,5,"2,500"
1747138-4,A1-0-53-2,32,2,18,24,1,432
178498-1,D1-2-55-2,32,1,23,28,2,"1,288"
1565364-2,C2-3-54-1,32,1,22,25,3,"1,650"
1-5055558-1,C1-2-43-1,32,1,18,29, -   , -   
1-1318120-3,C1-4-2-1,32,1,19,28, -   , -   
2-1871099-9,L1-2-32-1,32,2,21,27, -   , -   
2134002-1,D1-3-30-2,32,2,19,29, -   , -   
292207-4,E1-2-24-2,32,1,15,25,2,750
353550-2,D1-4-52-1,32,1,18,23,2,828
170032-1,B2-5-15-1,32,1,15,24,4,"1,440"
176271-4,K1-1-18-1,32,1,22,28,3,"1,848"
1376396-1,C1-0-11-2,32,1,19,23,5,"2,185"
5-1473574-4,C1-3-33-1,32,1,23,24,1,552
1-968335-1,K2-0-25-1,32,2,15,24,3,"1,080"
4-1123824-1,M2-5-32-2,32,3,14,23,4,"1,288"
177899-6,K1-2-10-1,32,1,16,23,5,"1,840"
171822-4,C2-4-6-1,32,1,19,26,2,988
1827738-1,K1-3-56-1,32,1,14,28,4,"1,568"
1719565-1,B2-1-37-1,32,1,22,27,1,594
2822933-2,B2-3-18-1,32,1,14,25,5,"1,750"
1-917542-3,C2-4-34-1,32,1,18,28, -   , -   
967650-2,C1-5-48-1,32,1,20,25,5,"2,500"
1969442-6,K2-0-31-2,32,4,13,26,5,"1,690"
1587826-2,J1-3-51-1,32,3,21,26,1,546
1-1718645-1,C1-0-6-2,32,1,16,26,4,"1,664"
206150-1,B2-3-9-1,32,1,19,25,1,475
1565090-1,J1-3-15-1,32,1,18,25, -   , -   
2306639-1,B2-1-3-2,32,1,13,26, -   , -   
1565090-1,J1-3-15-1,32,5,21,24,3,"1,512"
917251-3,D2-0-24-1,32,1,15,25,1,375
EN1251-000,C2-2-59-1,32,1,20,25,1,500
4-1618278-2,P1-5-47-1,32,1,17,25,2,850
DT04-4P-EP13,C1-5-58-1,32,1,23,29,1,667
0460-204-0490,D2-1-60-2,32,1,22,27,1,594
DT04-2P-RT02,C2-2-53-2,32,4,13,26, -   , -   
814346-000,D1-0-7-2,32,1,22,23, -   , -   
BM9304-000,C2-2-47-1,32,2,20,28,3,"1,680"
1618239-8,F1-2-45-2,32,2,18,26,5,"2,340"
1918930-1,K1-5-24-1,32,1,14,24,1,336
205090-1,D1-3-17-2,32,1,16,25,2,800
1752354-8,Q1-1-7-2,32,1,23,23,2,"1,058"
913699-2,O1-4-58-1,32,2,16,29,4,"1,856"
2119582-8,F2-2-41-1,32,1,19,27,3,"1,539"
690403-9,Q1-1-8-1,32,1,20,28,3,"1,680"
939468-3,Q1-1-8-2,32,1,20,26,5,"2,600"
234156-6,G1-0-28-2,32,3,23,25,2,"1,150"
1-1803395-5,I2-0-48-1,32,1,19,29,4,"2,204"
988643-000,E2-1-1-1,32,1,21,26,5,"2,730"
2063846-1,K2-3-10-2,32,1,17,23,3,"1,173"
1318688-2,A1-0-41-2,32,2,20,25,5,"2,500"
1318688-2,A1-0-41-2,32,1,18,25,5,"2,250"
6-912078-9,I1-0-8-1,32,2,15,26,1,390
1827570-2,B1-2-32-1,32,1,22,24,4,"2,112"
353907-1,C1-5-18-1,32,1,19,26,3,"1,482"
1-2229803-2,F1-0-15-2,32,3,17,24,5,"2,040"
184022-1,C1-4-39-1,32,1,14,24,1,336
776428-1,E1-5-48-1,32,2,13,25, -   , -   
1-1123320-5,A1-1-45-1,32,1,23,25,3,"1,725"
1-1123320-5,A1-1-45-1,32,2,22,28,2,"1,232"
1123350-1,B2-2-21-1,32,1,20,29,5,"2,900"
1-2229076-0,A1-3-15-1,32,1,18,28,3,"1,512"
173645-4,A1-4-54-1,32,2,15,27, -   , -   
1827839-2,A1-0-17-2,32,1,22,28, -   , -   
1903165-2,K1-4-54-1,32,1,13,23,5,"1,495"
1939924-9,A1-1-7-1,32,1,16,26,2,832
1939960-4,K2-0-8-1,32,1,17,23,5,"1,955"
2174102-1,A1-1-41-1,32,1,15,27, -   , -   
2229076-7,A1-1-43-2,32,5,15,26,4,"1,560"
2260908-1,A1-0-28-2,32,16,15,26,1,390
2260912-8,A2-0-20-1,32,2,22,24,5,"2,640"
2261072-1,A1-0-9-1,32,2,21,26,3,"1,638"
2295438-6,A1-1-57-2,32,1,19,29,5,"2,755"
2312230-1,A1-3-39-2,32,14,22,28,4,"2,464"
2343381-1,A1-1-8-1,32,2,13,28,1,364
2344885-1,A1-4-42-1,32,24,17,25, -   , -   
2345161-1,A1-0-4-1,32,1,17,24,5,"2,040"
6-1939924-1,N2-3-16-1,32,1,13,28,3,"1,092"
6-912161-1,I1-0-6-2,32,1,21,25,3,"1,575"
1318385-1,A1-1-1-1,32,2,23,25,5,"2,875"
1376766-1,A2-5-59-1,32,1,21,28,2,"1,176"
2-917809-2,E1-2-21-1,32,1,17,29,3,"1,479"
2-5174225-5,M1-2-14-2,32,1,13,27, -   , -   
353377-7,C2-5-32-1,32,4,22,26,1,572
1318382-4,B1-2-10-2,32,4,18,24,2,864
1-179554-6,C1-4-7-2,32,1,16,29,5,"2,320"
353752-2,A2-5-20-2,32,3,23,26,4,"2,392"
1-179554-6,C1-4-7-2,32,2,19,24,4,"1,824"
2304266-1,E1-1-29-2,32,1,21,29,5,"3,045"
1376106-1,B1-5-39-2,32,5,15,28,4,"1,680"
172864-2,C1-1-34-2,32,1,15,25,2,750
1981731-1,A2-4-46-2,32,2,15,25, -   , -   
2260150-1,A2-4-50-2,32,1,14,28,2,784
1-1473369-5,B2-0-13-1,32,1,18,24,2,864
1903112-2,B1-4-24-1,32,1,20,23,1,460
2293012-1,D1-3-60-2,32,6,19,27,5,"2,565"
1871132-3,F1-5-59-1,32,1,21,25,3,"1,575"
1903169-4,A1-3-57-1,32,1,18,28,4,"2,016"
2260316-3,B1-0-24-2,32,1,18,28, -   , -   
1376111-1,B2-1-57-1,32,2,15,23,3,"1,035"
2289503-2,A2-4-4-1,32,1,23,24,2,"1,104"
2260992-6,B1-0-23-1,32,3,22,29, -   , -   
1903169-4,A1-3-57-1,32,1,18,27,1,486
1612121-4,A2-5-41-1,32,4,17,29,4,"1,972"
2345160-4,B1-0-19-1,32,1,13,25,5,"1,625"
1674936-5,B1-3-48-1,32,5,22,27,1,594
1612124-3,B2-4-17-1,32,3,18,29, -   , -   
2287753-3,A2-4-56-1,32,1,21,23,1,483
900412-2,B1-3-15-2,32,1,23,23, -   , -   
2385438-2,C1-3-21-2,32,1,20,27,2,"1,080"
2338506-1,B2-0-5-2,32,1,17,24,3,"1,224"
1-1823640-1,B2-3-31-1,32,2,19,29, -   , -   
1981129-1,K2-0-58-1,32,1,13,26,1,338
1318578-1,I2-4-56-2,32,1,13,24,4,"1,248"
2312236-1,A2-5-3-1,32,1,17,25,5,"2,125"
2396367-2,C1-0-43-2,32,1,14,23,4,"1,288"
2297177-1,A2-4-42-1,32,1,19,28,2,"1,064"
316292-1,B1-0-48-2,32,2,18,27,1,486
353105-2,M2-3-52-1,32,1,13,23,2,598
1-2305217-1,B1-3-30-1,32,5,18,26,4,"1,872"
2174106-1,B1-3-26-1,32,1,22,29,5,"3,190"
1554545-1,J1-2-55-1,32,9,14,27,4,"1,512"
353744-1,G1-4-58-1,32,1,22,26, -   , -   
1612281-1,J1-4-12-2,32,4,14,23,5,"1,610"
2360058-2,A2-3-50-2,32,1,22,28,3,"1,848"
1612282-2,B2-0-52-1,32,1,22,29,1,638
2360058-2,A2-3-50-2,32,1,20,26,2,"1,040"
2174955-2,B1-0-26-1,32,2,16,29,5,"2,320"
2301724-5,A2-5-36-1,32,2,17,28,1,476
2229183-3,B1-4-59-2,32,3,21,24, -   , -   
175217-3,B2-3-4-1,32,5,23,29,4,"2,668"
1717106-7,B2-4-20-1,32,5,23,25,3,"1,725"
1612120-1,F1-2-38-2,32,1,15,28,1,420
2040115-1,A2-3-59-1,32,1,18,27,3,"1,458"
2360058-2,A2-3-50-2,32,2,16,27,1,432
176146-2,B1-2-6-1,32,7,18,23,5,"2,070"
1827587-2,B2-2-5-2,32,1,19,26,2,988
1554545-1,J1-2-55-1,32,1,22,27,2,"1,188"
1318688-1,A1-1-22-1,32,1,21,29,4,"2,436"
2366601-1,A1-2-9-2,32,2,22,29, -   , -   
175970-2,K1-1-5-2,32,1,21,23,1,483
1565378-1,J1-3-22-1,32,2,18,26,2,936
1746873-1,J2-5-49-1,32,2,20,26,1,520
1717110-1,J2-2-3-2,32,1,16,23,1,368
1325538-2,I2-5-13-1,32,2,14,23, -   , -   
1473194-1,J1-1-46-1,32,1,23,23,4,"2,116"
2342995-2,A2-5-1-1,32,3,22,23,4,"2,024"
3-1447231-6,I1-0-45-1,32,1,20,24,1,480
1-1903611-1,I2-1-14-2,32,9,18,23,3,"1,242"
1612435-4,A2-5-57-2,32,6,18,23,2,828
2420648-3,G1-1-21-2,32,1,13,27, -   , -   
2331751-1,C1-3-18-2,32,1,21,24,2,"1,008"
1-1903611-1,I2-1-14-2,32,4,19,24,4,"1,824"
2-292173-3,E1-1-21-2,32,1,16,24,2,768
3-1676966-7,M2-0-17-1,32,1,21,25,2,"1,050"
829131P021,B1-1-54-1,32,3,19,28,1,532
EP22052001,A2-5-14-2,32,2,14,28, -   , -   
4-1871098-7,A2-1-25-2,32,1,13,24, -   , -   
2260809-1,A1-0-21-1,32,4,14,28, -   , -   
2260799-1,A1-1-22-2,32,2,19,29,2,"1,102"
CY1470-000,O2-3-37-2,32,1,17,28,2,952
1376104-1,A1-0-53-1,32,2,16,24,1,384
2229181-3,C1-0-33-2,32,1,23,23,5,"2,645"
2349124-1,A2-5-5-1,32,3,17,24,5,"2,040"
2260798-2,A1-0-19-2,32,8,19,23,4,"1,748"
178409-6,K1-2-26-1,32,1,20,24,4,"1,920"
1744103-2,J2-5-27-1,32,1,13,23,2,598
2227023-1,E1-1-11-1,32,1,18,27,1,486
170083-2,J2-0-41-1,32,1,14,26,3,"1,092"
1-178298-2,E2-5-35-2,32,1,17,23,2,782
776437-1,C2-2-27-1,32,1,20,27,5,"2,700"
936614-2,D2-0-31-1,32,1,23,27,4,"2,484"
292133-3,A2-5-8-1,32,1,22,26,3,"1,716"
4-1123824-1,M2-5-32-2,32,1,18,28,1,504
1747049-1,J2-5-51-2,32,1,16,27,2,864
9-1318127-2,D2-0-22-1,32,2,13,23, -   , -   
2237138-1,B1-0-5-1,32,3,19,24,2,912
3-2112780-2,G1-3-47-2,32,1,20,25, -   , -   
1-1565086-2,I1-4-39-2,32,6,14,26, -   , -   
967067-2,C1-1-4-1,32,3,22,24,4,"2,112"
1-179958-3,B2-5-2-1,32,2,13,26,5,"1,690"
963530-1,B1-2-46-2,32,3,19,26, -   , -   
174942-1,B1-1-45-1,32,4,13,24, -   , -   
1393450-5,F1-1-17-2,32,1,18,27,5,"2,430"
2040008-1,K2-2-26-1,32,1,17,25,1,425
1473255-1,C2-0-38-2,32,3,23,29,4,"2,668"
1981080-1,F2-0-49-1,32,1,21,26, -   , -   
1674646-1,F1-3-6-2,32,1,13,28, -   , -   
HDP26-24-21SE-L017,P1-0-29-1,32,1,13,25, -   , -   
DTM06-6S,D2-1-9-2,32,1,18,29,3,"1,566"
DT06-6S-CE05,B2-2-20-2,32,1,19,23,1,437
131250-006,C2-3-39-2,32,1,17,28,4,"1,904"
CH6133-000,C1-5-51-2,32,1,17,26,3,"1,326"
224561-E,F2-5-7-1,32,2,23,29,5,"3,335"
2302794-1,F2-5-53-1,32,2,15,27,3,"1,215"
6-752977-6,N2-5-38-1,32,1,14,25,1,350
2-690471-9,E1-2-8-1,32,1,13,26,4,"1,352"
9-1633962-6,H1-2-59-2,32,1,16,29,3,"1,392"
2119582-2,K2-4-30-1,32,1,13,24,4,"1,248"
2-1633961-3,F2-3-43-1,32,1,14,24,4,"1,344"
914594-6,O1-5-12-2,32,1,17,28, -   , -   
1-968851-3,C1-1-48-1,32,2,23,26,5,"2,990"
ZPF000000000141405,P1-3-40-1,32,1,14,28,1,392
1213783-1,F1-0-8-2,32,1,23,26,4,"2,392"
6-1123320-7,A1-4-48-2,32,3,13,28,1,364
1-1827875-6,B2-1-34-1,32,1,14,26,5,"1,820"
1-966701-2,B1-5-58-2,32,1,15,27,1,405
1-1718806-1,B2-4-59-2,32,1,14,24,1,336
2314986-1,G1-0-5-2,32,1,19,29, -   , -   
1670144-1,C1-4-23-2,32,1,20,26,3,"1,560"
1241608-1,D2-3-8-1,32,2,18,26,2,936
1-912161-1,K1-5-18-2,32,1,13,26,5,"1,690"
967067-2,C1-1-4-1,32,4,15,27,4,"1,620"
2260703-1,B2-3-51-1,32,5,22,28,1,616
2-292207-6,C1-3-14-2,32,2,14,27, -   , -   
1-1718646-1,B2-2-49-2,32,1,22,26,1,572
1-2013030-0,A1-0-3-1,32,1,14,28,2,784
1717398-3,A1-3-3-2,32,3,18,24, -   , -   
1871099-5,A1-2-56-2,32,1,15,23,1,345
1903170-9,A1-2-21-1,32,1,21,29,5,"3,045"
1939922-1,K2-0-1-2,32,5,15,27,2,810
2229076-8,A1-2-57-2,32,6,23,29,2,"1,334"
2229487-1,A1-0-13-2,32,2,16,25,3,"1,200"
2260910-1,A1-1-28-1,32,35,16,26,4,"1,664"
2287754-1,A1-0-1-2,32,16,14,29,3,"1,218"
2289504-2,A1-0-10-1,32,1,16,28,2,896
2331760-2,A2-3-56-1,32,128,19,24,3,"1,368"
2822322-1,A1-0-50-1,32,1,18,29,2,"1,044"
2822344-1,A2-3-58-1,32,1,22,28,2,"1,232"
316834-3,A1-1-9-1,32,6,14,24, -   , -   
353537-3,A1-5-53-1,32,3,20,29,4,"2,320"
NB07666001,H2-3-21-1,32,1,20,23,1,460
1565380-1,B1-4-32-2,32,3,13,27,1,351
1717138-5,C1-4-27-1,32,4,22,28,2,"1,232"
6565199-3,A2-5-52-2,32,2,15,24,4,"1,440"
917249-1,O1-5-36-2,32,1,14,27,5,"1,890"
1674477-2,C1-0-17-2,32,1,18,26,5,"2,340"
2298060-1,L2-1-28-1,32,2,19,26,2,988
2-179958-6,L1-2-22-1,31,1,22,28, -   , -   
2292492-1,A2-4-2-2,31,2,14,27,1,378
2822357-1,B2-3-17-1,31,2,21,26,2,"1,092"
353752-2,A2-5-20-2,31,2,21,23,2,966
1674477-2,C1-0-17-2,31,1,13,25,5,"1,625"
1-174953-1,B1-4-39-2,31,2,20,27,1,540
175265-1,K1-0-40-2,31,2,22,27,2,"1,188"
1939708-1,F2-0-35-1,31,2,15,23,4,"1,380"
1-174957-1,B2-3-30-1,31,3,13,29,4,"1,508"
1565377-1,C1-4-22-1,31,3,17,28, -   , -   
2315641-4,L2-2-19-2,31,1,17,25,5,"2,125"
1565804-2,F1-2-23-1,31,2,13,29,1,377
179631-2,A2-4-13-2,31,5,14,29,3,"1,218"
1376387-2,J1-0-16-1,31,3,15,25, -   , -   
1-1318384-9,I1-3-41-1,31,2,21,26,2,"1,092"
2260150-1,A2-4-50-2,31,2,21,25,3,"1,575"
41802,P2-4-59-1,31,4,14,29,1,406
1612290-1,C1-2-45-1,31,6,13,27, -   , -   
2261071-1,A2-4-39-1,31,1,14,25,1,350
2174106-1,B1-3-26-1,31,2,13,29,5,"1,885"
2351405-1,A2-5-22-1,31,3,21,27,2,"1,134"
2174114-1,E1-0-50-1,31,2,15,28, -   , -   
175286-2,B1-1-4-2,31,2,17,24,4,"1,632"
1939921-5,A2-4-14-2,31,2,22,26,3,"1,716"
2229994-2,A2-3-48-1,31,1,22,25,1,550
2013029-4,B1-0-13-2,31,2,18,27,1,486
2371439-1,B1-2-14-2,31,6,22,28,3,"1,848"
1717366-1,J2-2-17-1,31,3,14,28, -   , -   
1-175195-5,C1-1-16-2,31,2,22,26,3,"1,716"
2321940-1,B2-3-15-2,31,2,20,27,5,"2,700"
965785-1,O2-2-10-2,31,1,16,25,4,"1,600"
1746941-1,C1-1-37-2,31,2,18,24,4,"1,728"
2400762-1,M1-0-26-2,31,1,22,28,5,"3,080"
GBFRTNMI120-002,O2-5-41-2,31,1,16,28,3,"1,344"
2260708-1,F2-5-21-1,31,1,20,27,1,540
1648116-1,J1-5-30-1,31,1,14,26,3,"1,092"
2400761-1,G1-1-7-2,31,1,18,25, -   , -   
179518-1,F1-5-38-2,31,1,17,28, -   , -   
179938-1,B2-4-25-1,31,6,13,27,5,"1,755"
2260792-1,A2-5-15-1,31,3,17,28,1,476
2345832-2,B2-4-35-1,31,2,17,23,4,"1,564"
1SNK805018R0000,B1-1-59-2,31,2,20,29,3,"1,740"
1-1827863-0,B2-2-52-1,31,2,15,28,2,840
84981-4,O1-3-54-1,31,1,18,23,3,"1,242"
2391899-1,M1-0-8-1,31,3,13,27,1,351
5499786-1,E1-4-25-2,31,1,22,27,4,"2,376"
2174127-1,B2-0-60-2,31,2,19,24,2,912
174045-2,J2-5-8-2,31,1,19,27,5,"2,565"
1717115-1,B1-1-4-1,31,4,16,24,5,"1,920"
2260814-1,F2-5-22-1,31,1,21,23,5,"2,415"
178471-2,B1-5-43-2,31,6,15,25,5,"1,875"
2301724-5,A2-5-36-1,31,2,21,23,5,"2,415"
172191-1,J2-3-25-2,31,1,23,24,4,"2,208"
2260797-1,A2-5-54-1,31,1,15,25,4,"1,500"
1939608-3,B1-2-12-2,31,1,17,25,5,"2,125"
350550-3,G1-4-41-1,31,1,15,26,5,"1,950"
1717103-2,B2-2-27-1,31,3,13,23,2,598
353744-1,G1-4-58-1,31,3,23,26,4,"2,392"
2328263-2,A1-1-31-2,31,1,17,23,3,"1,173"
2287717-1,A2-4-19-2,31,3,18,24,3,"1,296"
2237031-1,E1-1-17-1,31,4,23,28, -   , -   
2-175084-2,L1-1-48-2,31,1,16,28,1,448
2292497-2,A1-0-26-2,31,2,15,27, -   , -   
1376886-1,B1-1-16-1,31,1,19,26,2,988
1318752-4,A1-3-1-1,31,1,21,28,4,"2,352"
2366604-2,A1-2-33-2,31,1,23,26, -   , -   
2134947-1,P1-5-8-1,31,1,16,25,4,"1,600"
170265-4,D2-4-14-1,31,1,21,23,5,"2,415"
3003450-F,M1-4-54-2,31,2,19,27,4,"2,052"
1318746-3,I2-5-1-1,31,1,13,28,1,364
2331758-1,A2-1-10-1,31,1,15,29,4,"1,740"
2287714-1,A2-4-8-2,31,2,14,26,1,364
2331756-1,A2-3-3-1,31,1,16,26,3,"1,248"
178023-1,A2-2-25-1,31,1,18,29,3,"1,566"
2331751-1,C1-3-18-2,31,2,19,27,3,"1,539"
2229097-2,B1-0-27-2,31,2,19,25,3,"1,425"
2304106-1,A2-4-24-2,31,3,16,23, -   , -   
2333427-2,B1-0-48-1,31,1,13,24,3,936
2331751-1,C1-3-18-2,31,4,21,23, -   , -   
2822015-1,A2-4-31-2,31,3,15,29, -   , -   
1903607-1,F2-0-14-2,31,8,15,28,5,"2,100"
1554289-1,B1-3-8-1,31,1,17,27,3,"1,377"
2260809-1,A1-0-21-1,31,4,13,29,4,"1,508"
1376432-2,A1-3-45-1,31,2,19,24,3,"1,368"
2260643-2,A2-1-5-1,30,1,19,24,2,912
2229101-9,F2-4-52-2,30,2,22,23,5,"2,530"
2-175251-0,A2-2-49-2,30,1,13,27,1,351
DTM06-12SA,B2-0-10-1,30,1,17,25,5,"2,125"
DT04-12PB-BE02,B2-4-52-1,30,1,20,26,4,"2,080"
DT04-2P-P036,E2-1-56-1,30,1,18,28, -   , -   
1473792-1,A1-4-34-1,30,2,15,25,1,375
2312230-3,A1-2-39-2,30,2,16,25,5,"2,000"
1981027-1,K2-0-51-2,30,1,21,29,1,609
1123901-1,A1-0-8-1,30,1,14,26,2,728
